,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,phone,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,churn
12206,2.93,4.9,3.7,1.19,0.0,12.5,1,1,75.0,0
12207,4.11,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12208,24.64,5.0,5.0,1.0,0.0,0.0,2,1,100.0,1
12209,5.28,4.9,4.5,1.0,0.0,0.0,6,0,66.7,1
12210,22.02,4.0,5.0,1.0,0.0,0.0,1,1,100.0,0
12212,13.01,5.0,3.0,1.0,0.0,0.0,0,0,100.0,0
12213,7.04,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
12214,6.51,5.0,4.0,1.0,0.0,0.0,3,1,66.7,1
12215,2.17,5.0,4.0,1.75,0.0,100.0,1,0,0.0,1
12216,3.86,4.9,4.3,1.02,1.0,8.3,3,1,41.7,1
12217,2.35,5.0,5.0,1.5,1.0,100.0,1,0,100.0,1
12218,5.3,4.8,4.4,1.21,0.0,16.7,0,0,100.0,1
12219,2.52,4.8,4.6,1.02,1.0,6.7,2,0,66.7,1
12220,2.2,4.6,4.9,1.0,1.0,0.0,1,0,63.6,1
12223,4.11,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
12224,3.3,4.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12225,2.57,4.8,5.0,1.0,0.0,0.0,0,1,75.0,0
12226,9.23,5.0,5.0,1.0,1.0,0.0,0,0,0.0,0
12228,2.85,5.0,4.9,1.4,0.0,50.0,4,0,30.0,0
12229,15.73,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12230,10.12,4.1,4.5,1.0,0.0,0.0,7,1,72.7,0
12231,0.54,4.8,2.5,1.0,0.0,0.0,4,0,100.0,1
12232,4.06,4.4,4.3,1.2,0.0,20.0,3,1,40.0,0
12233,1.75,4.7,4.3,1.03,0.0,11.1,0,1,0.0,0
12234,1.87,5.0,4.0,1.0,0.0,0.0,0,0,0.0,1
12235,5.01,4.7,4.6,1.12,0.0,19.6,5,1,54.3,0
12236,3.7,5.0,4.7,1.0,0.0,0.0,3,0,100.0,1
12237,6.6,4.0,5.0,1.0,1.0,0.0,3,0,66.7,1
12238,3.93,5.0,5.0,1.29,1.0,33.3,2,0,66.7,0
12239,11.53,5.0,5.0,1.0,0.0,0.0,2,0,100.0,1
12240,2.62,5.0,5.0,1.0,0.0,0.0,2,0,33.3,1
12241,9.28,5.0,5.0,1.0,0.0,0.0,2,0,66.7,0
12242,4.1,5.0,5.0,1.0,0.0,0.0,0,1,100.0,0
12243,8.33,5.0,3.0,1.0,0.0,0.0,1,0,0.0,1
12244,1.96,4.7,5.0,1.0,0.0,0.0,0,1,100.0,1
12246,5.36,4.5,4.7,1.31,0.0,50.0,0,0,75.0,1
12247,8.54,5.0,5.0,1.0,1.0,0.0,2,1,100.0,1
12248,1.53,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12249,6.29,5.0,2.0,1.0,1.0,0.0,1,0,100.0,1
12251,1.73,4.7,5.0,1.0,1.0,0.0,5,0,73.7,1
12252,1.55,5.0,5.0,1.0,0.0,0.0,3,0,66.7,1
12254,3.51,5.0,5.0,1.0,0.0,0.0,4,0,46.2,1
12257,4.94,4.3,5.0,1.15,0.0,16.7,2,0,50.0,0
12258,8.56,4.8,4.6,1.04,0.0,4.0,5,1,96.0,0
12259,1.88,4.7,4.8,1.1,0.0,9.8,8,1,70.6,0
12262,6.69,5.0,2.8,1.25,0.0,14.3,1,0,42.9,0
12265,4.46,5.0,5.0,1.0,1.0,0.0,1,0,33.3,1
12267,2.4,5.0,4.0,1.07,0.0,14.3,3,0,38.1,0
12268,1.58,5.0,5.0,1.0,1.0,0.0,1,1,50.0,0
12269,1.33,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
12271,2.07,4.0,5.0,1.0,0.0,0.0,2,0,0.0,1
12272,15.11,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
12273,0.57,4.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12274,3.05,5.0,5.0,1.0,1.0,0.0,0,0,0.0,1
12276,2.23,4.6,5.0,1.1,0.0,20.0,0,1,100.0,0
12278,4.26,4.8,4.8,1.04,1.0,5.6,20,1,69.4,1
12279,11.44,3.0,4.0,1.0,0.0,0.0,1,0,100.0,1
12282,23.82,5.0,4.0,1.0,0.0,0.0,0,0,100.0,0
12283,1.48,5.0,5.0,1.0,0.0,0.0,4,0,100.0,1
12286,4.63,5.0,4.0,1.0,0.0,0.0,0,1,20.0,0
12288,2.91,4.9,4.5,1.14,0.0,18.2,3,0,100.0,1
12289,7.23,4.5,5.0,1.0,1.0,0.0,1,1,100.0,1
12291,11.12,5.0,5.0,1.0,1.0,0.0,2,0,0.0,1
12292,5.41,5.0,4.5,1.0,1.0,0.0,2,0,100.0,1
12293,1.0,4.8,4.5,1.0,0.0,0.0,1,0,25.0,0
12294,2.59,4.9,5.0,1.22,1.0,29.7,3,0,59.5,0
12296,6.02,5.0,4.0,1.75,0.0,100.0,0,0,100.0,1
12297,7.06,5.0,5.0,1.0,1.0,0.0,0,1,50.0,1
12298,11.79,4.3,5.0,1.0,1.0,0.0,2,0,75.0,1
12300,4.49,4.7,4.5,1.04,1.0,16.7,1,1,16.7,0
12301,1.51,4.8,5.0,1.0,0.0,0.0,1,1,25.0,1
12302,5.18,4.3,4.2,1.11,1.0,14.3,4,0,100.0,0
12303,5.75,4.7,4.1,1.14,0.0,5.0,3,0,5.0,0
12305,3.03,4.0,5.0,1.0,1.0,0.0,2,0,100.0,1
12306,5.88,5.0,4.0,1.0,0.0,0.0,3,1,66.7,0
12307,1.71,4.0,5.0,1.0,1.0,0.0,2,1,50.0,1
12309,3.56,4.8,4.6,1.0,1.0,0.0,5,1,100.0,1
12310,2.46,4.6,4.4,1.16,0.0,25.0,3,0,37.5,0
12311,4.58,4.8,5.0,1.2,1.0,20.0,2,0,60.0,1
12312,9.49,4.5,5.0,1.0,0.0,0.0,2,0,100.0,1
12313,0.9,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
12314,3.12,4.5,5.0,1.0,0.0,0.0,0,1,0.0,0
12315,3.61,4.9,4.5,1.0,0.0,0.0,4,1,87.5,1
12316,2.5,4.5,4.6,1.0,0.0,0.0,2,0,57.1,1
12317,3.53,5.0,4.2,1.05,0.0,9.1,6,0,72.7,1
12318,5.69,5.0,4.0,1.0,0.0,0.0,0,0,0.0,1
12319,18.64,5.0,4.7,1.0,0.0,0.0,3,0,50.0,1
12320,5.42,4.4,4.4,1.04,1.0,14.3,0,0,100.0,1
12321,2.61,4.8,5.0,1.03,1.0,8.1,6,0,62.2,1
12323,20.3,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12324,3.34,4.8,4.7,1.06,1.0,25.0,1,0,50.0,0
12325,11.65,5.0,4.5,1.25,0.0,16.7,1,0,33.3,1
12327,3.5,3.8,4.8,1.06,0.0,25.0,4,0,100.0,1
12328,3.05,4.5,5.0,1.0,0.0,0.0,2,0,50.0,1
12329,9.55,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
12330,2.44,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
12332,40.24,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12333,2.68,4.8,4.9,1.07,0.0,12.0,6,1,36.0,1
12334,2.58,4.4,3.8,1.0,0.0,0.0,3,1,44.4,0
12335,2.76,5.0,5.0,1.0,1.0,0.0,0,1,0.0,1
12336,3.97,5.0,4.7,1.07,1.0,14.3,4,0,42.9,1
12338,2.25,4.9,4.3,1.02,0.0,10.0,15,0,45.0,1
12339,33.54,5.0,5.0,1.0,0.0,0.0,0,1,0.0,0
12340,2.85,5.0,5.0,1.0,1.0,0.0,1,0,100.0,0
12341,15.74,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12342,17.66,4.2,5.0,1.0,0.0,0.0,0,0,83.3,0
12344,23.56,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
12345,3.02,4.8,5.0,1.63,0.0,25.0,1,0,75.0,0
12346,2.92,4.3,5.0,1.17,0.0,33.3,2,0,66.7,1
12347,3.86,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12348,3.03,5.0,5.0,1.15,0.0,20.0,2,1,40.0,0
12349,5.06,4.6,5.0,1.13,0.0,7.1,5,0,64.3,0
12350,3.56,4.6,4.9,1.07,1.0,9.1,18,1,87.0,1
12351,17.19,4.5,5.0,1.0,0.0,0.0,1,0,50.0,0
12353,3.64,5.0,4.0,1.5,0.0,100.0,0,0,0.0,0
12355,24.7,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12356,4.3,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
12357,4.05,4.7,5.0,1.0,0.0,0.0,0,0,100.0,0
12358,4.55,4.0,3.8,1.02,0.0,10.0,4,1,70.0,0
12359,1.89,5.0,4.5,1.25,0.0,40.0,0,0,0.0,1
12360,2.31,4.5,5.0,1.0,1.0,0.0,0,1,100.0,0
12361,6.31,4.7,4.7,1.25,1.0,33.3,2,0,0.0,1
12362,13.17,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
12363,3.0,5.0,5.0,2.0,0.0,100.0,0,0,0.0,0
12364,1.53,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12365,2.76,5.0,4.0,1.0,0.0,0.0,0,0,0.0,0
12366,2.68,4.9,4.8,1.16,0.0,31.6,0,0,57.9,0
12368,3.97,4.9,4.8,1.04,0.0,6.7,6,0,40.0,0
12369,2.39,4.5,3.5,1.0,0.0,0.0,2,0,100.0,1
12370,2.2,4.5,3.7,1.0,0.0,0.0,5,0,52.9,0
12371,5.06,4.8,3.5,1.04,0.0,16.7,1,0,0.0,0
12373,7.1,4.0,1.0,1.0,0.0,0.0,0,0,100.0,1
12374,2.4,5.0,5.0,1.0,1.0,0.0,1,1,100.0,1
12376,2.59,4.8,4.9,1.24,1.0,23.9,9,0,91.3,0
12377,0.77,4.3,3.5,1.0,1.0,0.0,3,0,100.0,1
12378,3.63,4.0,5.0,1.0,1.0,0.0,1,0,100.0,1
12379,10.87,4.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12380,5.38,4.6,5.0,1.25,1.0,40.0,2,0,20.0,0
12382,2.96,4.1,4.2,1.0,1.0,0.0,9,0,100.0,1
12383,1.79,5.0,5.0,1.0,1.0,0.0,3,0,57.1,1
12385,3.56,3.0,5.0,2.25,1.0,100.0,0,0,0.0,1
12386,2.65,5.0,4.7,1.0,0.0,0.0,0,0,55.6,0
12387,4.6,4.7,4.1,1.0,0.0,0.0,19,1,40.0,1
12389,30.46,5.0,5.0,1.0,0.0,0.0,1,1,100.0,1
12391,4.81,4.4,5.0,1.0,0.0,0.0,2,1,42.9,0
12392,3.86,4.9,4.8,1.01,0.0,2.0,4,0,62.0,0
12394,4.39,5.0,4.0,1.0,1.0,0.0,2,1,100.0,0
12395,3.23,5.0,3.5,1.0,0.0,0.0,0,0,66.7,1
12396,5.43,4.5,4.8,1.02,0.0,2.4,2,1,81.0,0
12397,4.75,4.5,4.5,1.07,0.0,7.8,15,1,60.8,0
12398,6.42,5.0,5.0,1.25,1.0,33.3,0,0,33.3,1
12399,1.62,5.0,4.4,1.0,0.0,0.0,5,0,100.0,1
12400,3.29,5.0,2.0,1.0,0.0,0.0,1,0,80.0,0
12401,1.71,4.8,4.7,1.11,0.0,16.7,1,0,58.3,0
12402,2.72,4.7,4.9,1.01,0.0,3.4,0,1,55.2,0
12403,4.4,4.7,5.0,1.08,0.0,33.3,1,0,100.0,1
12404,16.8,5.0,3.4,1.2,0.0,20.0,3,1,80.0,1
12405,2.24,4.9,4.5,1.0,1.0,0.0,5,1,27.3,1
12406,4.41,4.5,4.0,1.13,1.0,25.0,2,0,100.0,1
12409,8.17,4.9,4.8,1.02,0.0,2.8,4,0,58.3,0
12410,3.87,4.8,4.8,1.16,1.0,18.2,8,1,51.5,0
12411,3.23,5.0,4.8,1.0,0.0,0.0,3,0,25.0,1
12412,3.93,4.3,4.0,1.05,1.0,10.0,2,1,40.0,0
12414,12.91,5.0,4.0,1.0,1.0,0.0,1,1,0.0,1
12415,0.72,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12416,4.34,5.0,4.7,1.0,0.0,0.0,1,1,66.7,0
12417,5.2,5.0,5.0,1.0,1.0,0.0,0,0,0.0,1
12418,14.77,5.0,5.0,1.0,1.0,0.0,0,1,0.0,1
12419,3.42,5.0,5.0,1.63,1.0,50.0,2,0,50.0,1
12420,1.45,5.0,1.0,1.0,1.0,0.0,1,0,100.0,1
12423,3.13,5.0,4.8,1.05,0.0,20.0,0,0,40.0,1
12424,6.94,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12425,9.42,5.0,5.0,1.21,0.0,42.9,2,0,71.4,1
12426,5.97,5.0,4.5,1.0,0.0,0.0,1,1,100.0,0
12428,2.3,4.6,4.2,1.05,1.0,9.1,0,0,72.7,1
12429,3.92,5.0,4.0,1.0,0.0,0.0,3,0,66.7,1
12430,4.6,4.3,5.0,1.0,0.0,0.0,0,0,100.0,0
12431,10.93,3.5,4.0,1.0,1.0,0.0,0,0,50.0,0
12432,4.11,4.5,5.0,1.0,0.0,0.0,2,1,0.0,1
12433,2.62,4.7,4.9,1.34,0.0,20.8,3,0,66.7,0
12434,3.62,4.6,4.2,1.07,0.0,7.1,15,1,66.9,0
12436,3.28,4.2,4.5,1.02,0.0,4.2,26,1,100.0,1
12437,8.91,5.0,5.0,1.0,0.0,0.0,0,0,0.0,0
12438,0.0,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12439,2.2,4.9,4.0,1.15,0.0,19.2,8,1,58.9,0
12441,25.03,5.0,4.0,1.0,1.0,0.0,1,1,0.0,1
12443,8.5,5.0,1.0,1.0,0.0,0.0,1,1,0.0,1
12444,9.41,5.0,4.7,1.0,0.0,0.0,0,1,90.9,1
12446,4.36,5.0,4.0,1.0,0.0,0.0,3,0,100.0,1
12448,5.2,5.0,4.7,1.67,1.0,66.7,1,0,0.0,1
12449,1.19,5.0,4.7,1.0,0.0,0.0,3,0,0.0,1
12450,2.84,5.0,4.8,1.13,0.0,25.0,3,0,25.0,1
12451,2.57,4.5,5.0,1.0,0.0,0.0,3,1,84.6,0
12452,4.22,4.8,5.0,1.0,0.0,0.0,5,0,100.0,1
12453,5.21,5.0,4.0,1.0,0.0,0.0,1,1,33.3,1
12454,8.89,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
12456,1.85,4.2,5.0,1.0,0.0,0.0,0,0,83.3,0
12457,4.91,4.7,4.7,1.0,0.0,0.0,3,1,0.0,1
12458,3.97,4.6,5.0,1.55,1.0,40.0,3,0,80.0,0
12459,5.86,4.7,5.0,1.0,0.0,0.0,1,0,100.0,0
12460,7.12,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12461,3.01,5.0,5.0,1.0,0.0,0.0,1,1,0.0,1
12462,4.06,5.0,3.4,1.0,0.0,0.0,7,0,75.0,1
12463,1.7,4.7,4.8,1.03,0.0,6.4,25,1,91.5,0
12464,19.01,5.0,4.5,1.0,1.0,0.0,1,0,100.0,1
12466,3.93,5.0,5.0,1.0,1.0,0.0,1,1,100.0,0
12467,3.74,5.0,5.0,1.13,1.0,50.0,1,0,100.0,1
12468,2.09,5.0,5.0,1.17,1.0,66.7,0,0,33.3,1
12469,28.93,5.0,2.5,1.0,0.0,0.0,1,0,33.3,1
12470,16.26,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
12471,17.7,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
12473,0.91,5.0,5.0,1.0,1.0,0.0,2,0,0.0,1
12475,5.36,4.8,4.9,1.25,0.0,31.9,8,0,66.0,0
12476,10.44,4.7,4.0,1.0,0.0,0.0,13,1,100.0,0
12477,1.57,4.8,3.1,1.0,1.0,0.0,4,0,95.2,0
12478,2.16,5.0,4.0,1.0,1.0,0.0,1,1,100.0,1
12479,0.92,3.7,4.7,1.0,0.0,0.0,2,0,100.0,1
12480,3.31,4.7,4.6,1.0,1.0,0.0,13,0,69.2,0
12481,2.73,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12483,4.43,5.0,4.4,1.0,0.0,0.0,5,1,100.0,1
12484,2.0,4.4,4.2,1.08,0.0,9.7,3,1,96.8,0
12485,4.17,4.9,5.0,1.16,0.0,22.5,2,1,45.0,0
12486,2.5,4.0,5.0,1.25,1.0,100.0,1,0,100.0,1
12487,8.22,5.0,4.5,1.0,0.0,0.0,2,0,100.0,1
12489,10.49,5.0,4.0,1.0,0.0,0.0,0,1,50.0,1
12490,6.64,4.7,4.0,1.0,1.0,0.0,1,0,66.7,1
12491,3.64,4.8,4.8,1.0,0.0,0.0,7,1,69.2,0
12492,4.73,5.0,4.5,1.0,0.0,0.0,3,0,0.0,0
12493,3.89,4.9,5.0,1.0,1.0,0.0,8,1,18.8,0
12494,4.7,4.6,4.7,1.0,0.0,0.0,9,0,57.6,0
12495,5.74,4.8,4.7,1.28,1.0,29.0,4,0,83.9,0
12496,6.18,4.8,2.4,1.01,0.0,5.3,1,1,63.2,0
12498,3.83,5.0,5.0,1.0,1.0,0.0,1,0,100.0,1
12499,14.02,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12502,3.06,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12503,1.38,5.0,5.0,1.0,0.0,0.0,2,0,50.0,1
12504,0.84,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12506,4.52,5.0,5.0,1.35,0.0,40.0,2,0,20.0,0
12508,1.44,4.4,3.7,1.05,1.0,20.0,5,0,100.0,1
12509,2.47,4.6,4.2,1.12,1.0,29.7,12,0,29.7,0
12510,4.24,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12511,3.58,5.0,4.3,1.0,0.0,0.0,3,0,75.0,1
12512,1.55,4.6,4.5,1.07,0.0,7.1,4,0,64.3,1
12515,2.52,4.8,4.9,1.03,1.0,4.9,11,1,63.9,1
12516,4.3,5.0,5.0,1.0,0.0,0.0,5,0,0.0,1
12517,9.51,5.0,5.0,1.0,0.0,0.0,0,1,75.0,0
12518,0.0,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
12519,5.33,5.0,4.0,1.0,0.0,0.0,0,1,0.0,0
12520,14.65,5.0,5.0,1.0,1.0,0.0,1,0,0.0,1
12521,2.63,5.0,4.7,1.0,0.0,0.0,5,1,55.0,0
12522,1.57,4.5,3.8,1.0,0.0,0.0,3,1,60.0,0
12523,12.34,5.0,4.6,1.0,0.0,0.0,3,1,80.0,1
12524,24.03,5.0,5.0,1.0,1.0,0.0,2,1,100.0,1
12525,2.39,5.0,4.0,1.0,1.0,0.0,2,0,100.0,1
12527,6.76,4.5,4.0,1.0,0.0,0.0,2,0,100.0,1
12528,2.65,5.0,4.5,1.0,0.0,0.0,10,1,60.0,1
12529,2.07,4.8,4.7,1.03,0.0,4.2,7,1,58.3,0
12530,10.97,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12531,4.69,4.9,4.5,1.07,0.0,14.3,2,1,28.6,0
12532,4.26,4.3,3.0,1.08,0.0,11.1,1,0,44.4,0
12533,1.54,4.4,4.9,1.0,0.0,0.0,10,0,100.0,1
12534,5.73,4.5,4.5,1.0,0.0,0.5,37,1,62.1,0
12536,2.05,5.0,4.5,1.5,0.0,50.0,1,1,100.0,0
12537,2.39,4.9,4.7,1.29,0.0,29.6,5,1,48.1,0
12538,12.13,5.0,5.0,1.0,1.0,0.0,2,0,100.0,1
12539,2.87,5.0,4.0,1.06,0.0,12.5,1,1,75.0,0
12540,7.6,4.7,5.0,1.08,0.0,33.3,3,0,0.0,1
12541,7.34,3.8,4.0,1.0,0.0,0.0,0,1,100.0,0
12542,4.46,3.0,5.0,1.0,1.0,0.0,0,0,50.0,0
12543,3.32,4.8,4.7,1.05,0.0,9.1,4,1,63.6,0
12545,5.71,4.5,4.6,1.0,1.0,0.0,3,1,71.4,0
12546,2.67,5.0,4.0,1.0,0.0,0.0,3,0,66.7,1
12547,4.43,4.7,5.0,1.17,0.0,33.3,0,0,66.7,0
12548,1.92,5.0,5.0,2.25,0.0,100.0,1,0,0.0,1
12549,3.14,4.6,4.9,1.05,0.0,9.8,6,1,73.2,1
12550,5.2,4.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12551,1.09,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
12552,1.67,3.9,5.0,1.04,0.0,7.1,1,0,50.0,0
12553,2.66,4.8,4.5,1.16,0.0,17.4,2,0,56.5,0
12554,5.02,5.0,5.0,1.5,1.0,100.0,1,0,0.0,1
12555,7.9,5.0,5.0,1.0,0.0,0.0,0,0,100.0,0
12557,8.31,5.0,5.0,1.0,0.0,0.0,1,0,50.0,1
12558,2.41,3.0,5.0,1.0,0.0,0.0,2,1,0.0,0
12559,3.96,4.8,4.7,1.41,0.0,34.3,9,0,65.7,0
12560,3.5,4.7,4.4,1.0,1.0,0.0,2,1,57.1,1
12561,5.49,5.0,3.0,1.0,0.0,0.0,1,0,0.0,1
12562,7.15,4.9,4.3,1.0,0.0,0.0,0,1,80.0,0
12563,13.99,4.7,5.0,1.0,0.0,0.0,6,1,46.2,0
12564,19.47,5.0,5.0,1.0,1.0,0.0,2,1,100.0,1
12565,3.09,4.9,4.2,1.03,0.0,6.3,3,0,37.5,0
12566,4.62,5.0,3.0,1.25,0.0,50.0,2,0,0.0,1
12569,13.11,5.0,5.0,1.0,0.0,0.0,2,1,100.0,1
12570,2.75,4.7,4.0,1.19,0.0,16.7,2,1,33.3,0
12571,2.57,5.0,4.0,1.29,1.0,41.7,4,0,50.0,1
12573,3.89,4.9,4.8,1.0,1.0,0.0,6,0,46.7,1
12574,2.18,5.0,3.0,1.0,1.0,0.0,2,0,0.0,1
12576,10.52,5.0,4.8,1.0,0.0,0.0,4,0,50.0,1
12577,9.13,5.0,5.0,1.0,0.0,0.0,2,0,40.0,1
12580,3.26,4.5,5.0,1.0,0.0,0.0,4,0,72.7,0
12581,3.43,4.3,4.0,1.0,0.0,0.0,0,1,66.7,1
12582,4.39,5.0,5.0,1.0,0.0,0.0,0,1,0.0,1
12583,15.11,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12584,14.04,4.9,4.9,1.0,1.0,0.0,4,1,79.2,0
12585,32.11,5.0,5.0,1.0,0.0,0.0,2,1,0.0,1
12586,1.78,4.8,5.0,1.25,1.0,20.0,3,0,40.0,1
12587,8.37,4.8,5.0,1.21,0.0,33.3,4,0,50.0,0
12588,15.22,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12589,6.04,5.0,5.0,1.0,0.0,0.0,3,0,80.0,1
12590,2.87,5.0,1.0,1.0,0.0,0.0,0,0,100.0,1
12591,4.48,4.8,3.9,1.03,0.0,3.8,0,0,53.8,0
12592,2.15,4.9,5.0,1.0,0.0,0.0,0,1,63.6,0
12593,2.74,4.7,4.6,1.08,0.0,20.0,6,0,48.6,1
12594,3.37,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12595,1.84,4.9,5.0,1.13,1.0,16.3,7,0,83.7,0
12596,1.55,5.0,2.0,1.0,0.0,0.0,0,1,100.0,1
12597,4.72,4.7,3.4,1.02,0.0,1.4,5,0,87.1,0
12598,1.38,5.0,4.0,1.0,0.0,0.0,3,0,60.0,1
12599,1.28,4.8,4.8,1.0,0.0,0.0,0,0,100.0,0
12600,3.01,5.0,5.0,1.11,1.0,18.2,3,0,54.5,0
12601,3.28,4.8,4.9,1.02,0.0,4.5,30,1,65.2,0
12602,3.59,1.0,4.0,1.0,1.0,0.0,0,1,100.0,1
12603,5.04,4.7,4.8,1.0,1.0,0.0,1,1,36.4,0
12604,0.69,5.0,4.5,1.0,0.0,0.0,2,0,100.0,1
12605,5.56,5.0,5.0,1.0,1.0,0.0,0,0,50.0,1
12606,2.25,4.7,4.9,1.0,0.0,0.0,17,1,82.8,0
12607,2.8,5.0,5.0,1.0,0.0,0.0,0,0,0.0,1
12608,8.41,5.0,5.0,1.0,0.0,0.0,2,0,0.0,1
12610,1.81,4.0,5.0,1.0,0.0,0.0,1,1,75.0,0
12612,2.12,4.7,4.5,1.0,0.0,0.0,0,1,33.3,1
12613,0.86,5.0,4.9,1.0,1.0,0.0,0,0,72.7,1
12614,6.11,4.4,5.0,1.0,0.0,0.0,0,1,66.7,1
12615,1.67,4.6,4.7,1.04,0.0,7.1,14,0,71.4,1
12616,3.33,4.6,4.6,1.01,0.0,4.2,5,1,45.8,0
12617,2.13,4.8,5.0,1.19,1.0,27.8,0,1,100.0,0
12618,9.36,4.5,5.0,1.0,0.0,0.0,0,0,100.0,1
12619,0.78,5.0,5.0,1.0,0.0,0.0,0,0,100.0,1
12620,3.35,4.5,3.5,1.17,0.0,15.4,5,1,7.7,0
12621,2.76,4.7,3.8,1.08,0.0,16.7,4,1,100.0,1
12622,1.62,4.5,4.4,1.02,0.0,9.1,7,1,63.6,0
12623,4.11,4.0,5.0,1.0,0.0,0.0,0,0,33.3,1
12624,4.49,5.0,4.3,1.0,1.0,0.0,4,0,50.0,1
12626,4.15,5.0,4.2,1.0,0.0,0.0,5,0,100.0,1
12627,2.31,4.6,3.3,1.0,0.0,0.0,2,1,100.0,0
12628,3.36,4.9,4.2,1.14,0.0,21.1,4,1,73.7,0
12629,13.83,5.0,3.0,1.0,1.0,0.0,1,0,100.0,1
12630,2.89,4.8,5.0,1.21,0.0,22.2,3,0,38.9,0
12631,2.68,4.0,5.0,1.0,1.0,0.0,2,0,66.7,1
12632,50.2,5.0,5.0,1.0,0.0,0.0,1,0,100.0,1
12633,5.12,4.6,4.3,1.09,0.0,9.1,2,1,72.7,0
12634,1.69,4.9,5.0,1.07,0.0,12.1,9,0,75.8,0
12635,6.75,5.0,5.0,1.0,0.0,0.0,0,1,80.0,1
12636,2.24,4.0,4.8,1.0,0.0,0.0,7,0,0.0,1
12637,3.14,5.0,4.7,1.0,0.0,0.0,0,0,60.0,0
12638,3.27,4.9,5.0,1.0,1.0,0.0,5,0,25.0,1
12639,17.23,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12640,1.77,4.6,4.9,1.12,0.0,13.3,0,1,74.8,0
12641,6.56,5.0,4.0,1.0,1.0,0.0,0,0,0.0,1
12642,13.32,5.0,4.7,1.11,0.0,22.2,1,1,66.7,0
12643,1.92,4.7,4.5,1.13,0.0,15.8,5,0,47.4,0
12644,4.02,5.0,5.0,1.0,1.0,0.0,0,0,100.0,1
12645,8.27,5.0,5.0,1.0,0.0,0.0,0,1,100.0,1
12646,2.03,4.5,5.0,1.0,1.0,0.0,1,0,100.0,1
12647,6.59,4.9,4.8,1.0,0.0,0.0,2,1,30.0,0
12648,1.21,5.0,5.0,1.0,0.0,0.0,1,0,100.0,0
12649,3.9,4.2,4.1,1.0,0.0,0.0,6,0,63.6,0
12651,3.09,4.8,5.0,1.0,1.0,0.0,2,1,100.0,0
12652,4.02,5.0,5.0,1.0,0.0,0.0,0,0,50.0,1
12653,5.48,4.9,4.8,1.0,0.0,0.0,1,0,50.0,1
12654,16.57,5.0,4.0,1.0,1.0,0.0,0,1,100.0,1
12655,1.93,5.0,4.5,1.0,1.0,0.0,0,1,0.0,1
12656,0.53,5.0,5.0,1.75,1.0,100.0,0,0,0.0,1
12657,15.12,4.5,5.0,1.0,0.0,0.0,1,0,50.0,1
12659,1.67,5.0,5.0,1.0,0.0,0.0,3,0,100.0,1
12660,3.19,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12662,16.0,5.0,5.0,1.0,0.0,0.0,1,0,0.0,1
12663,0.9,5.0,4.0,1.0,1.0,0.0,1,0,100.0,1
